Time,State
2014-02-01,TX
2014-03-01,TX
2014-04-01,TX
2014-05-01,TX
2014-06-01,TX
2014-07-01,TX
2014-08-01,TX
2014-09-01,TX
2014-10-01,TX
2014-11-01,TX
2014-12-01,TX
2015-01-01,TX
2015-02-01,TX
2015-03-01,TX
2015-04-01,TX
2015-05-01,TX
2015-06-01,TX
2015-07-01,TX
2015-08-01,TX
2015-09-01,TX
2015-10-01,TX
2015-11-01,TX
2015-12-01,TX
2016-01-01,TX
2016-02-01,TX
2016-03-01,TX
2016-04-01,TX
2016-05-01,TX
2016-06-01,TX
2016-07-01,TX
2016-08-01,TX
2016-09-01,TX
2016-10-01,TX
2016-11-01,TX
2016-12-01,TX
2017-01-01,TX
2017-02-01,TX
2017-03-01,TX
2017-04-01,TX
2017-05-01,TX
2017-06-01,TX
2017-07-01,TX
2017-08-01,TX
2017-09-01,TX
2017-10-01,TX
2017-11-01,TX
2017-12-01,TX
2018-01-01,TX
2018-02-01,TX
2018-03-01,TX
2018-04-01,TX
2018-05-01,TX
2018-06-01,TX
2018-07-01,TX
2018-08-01,TX
2018-09-01,TX
2018-10-01,TX
2018-11-01,TX
2018-12-01,TX
2019-01-01,TX
2019-02-01,TX
2019-03-01,TX
2019-04-01,TX
2019-05-01,TX
2019-06-01,TX
2019-07-01,TX
2019-08-01,TX
2019-09-01,TX
2019-10-01,TX
2019-11-01,TX
2019-12-01,TX
2020-01-01,TX
2020-02-01,TX
2020-03-01,TX
2020-04-01,TX
2020-05-01,TX
2020-06-01,TX
2020-07-01,TX
2020-08-01,TX
2020-09-01,TX
2020-10-01,TX
2020-11-01,TX
2020-12-01,TX
2021-01-01,TX
2021-02-01,TX
2021-03-01,TX
2021-04-01,TX
2021-05-01,TX
2021-06-01,TX
2021-07-01,TX
2021-08-01,TX
2021-09-01,TX
2021-10-01,TX
2021-11-01,TX
2021-12-01,TX
2022-01-01,TX
2022-02-01,TX
2022-03-01,TX
2022-04-01,TX
2022-05-01,TX
2022-06-01,TX
2022-07-01,TX
2022-08-01,TX
2022-09-01,TX
2022-10-01,TX
2022-11-01,TX
2022-12-01,TX
2012-01-01,UT
2012-02-01,UT
2012-03-01,UT
2012-04-01,UT
2012-05-01,UT
2012-06-01,UT
2012-07-01,UT
2012-08-01,UT
2012-09-01,UT
2012-10-01,UT
2012-11-01,UT
2012-12-01,UT
2013-01-01,UT
2013-02-01,UT
2013-03-01,UT
2013-04-01,UT
2013-05-01,UT
2013-06-01,UT
2013-07-01,UT
2013-08-01,UT
2013-09-01,UT
2013-10-01,UT
2013-11-01,UT
2013-12-01,UT
2014-01-01,UT
2014-02-01,UT
2014-03-01,UT
2014-04-01,UT
2014-05-01,UT
2014-06-01,UT
2014-07-01,UT
2014-08-01,UT
2014-09-01,UT
2014-10-01,UT
2014-11-01,UT
2014-12-01,UT
2015-01-01,UT
2015-02-01,UT
2015-03-01,UT
2015-04-01,UT
2015-05-01,UT
2015-06-01,UT
2015-07-01,UT
2015-08-01,UT
2015-09-01,UT
2015-10-01,UT
2015-11-01,UT
2015-12-01,UT
2016-01-01,UT
2016-02-01,UT
2016-03-01,UT
2016-04-01,UT
2016-05-01,UT
2016-06-01,UT
2016-07-01,UT
2016-08-01,UT
2016-09-01,UT
2016-10-01,UT
2016-11-01,UT
2016-12-01,UT
2017-01-01,UT
2017-02-01,UT
2017-03-01,UT
2017-04-01,UT
2017-05-01,UT
2017-06-01,UT
2017-07-01,UT
2017-08-01,UT
2017-09-01,UT
2017-10-01,UT
2017-11-01,UT
2017-12-01,UT
2018-01-01,UT
2018-02-01,UT
2018-03-01,UT
2018-04-01,UT
2018-05-01,UT
2018-06-01,UT
2018-07-01,UT
2018-08-01,UT
2018-09-01,UT
2018-10-01,UT
2018-11-01,UT
2018-12-01,UT
2019-01-01,UT
2019-02-01,UT
2019-03-01,UT
2019-04-01,UT
2019-05-01,UT
2019-06-01,UT
2019-07-01,UT
2019-08-01,UT
2019-09-01,UT
2019-10-01,UT
2019-11-01,UT
2019-12-01,UT
2020-01-01,UT
2020-02-01,UT
2020-03-01,UT
2020-04-01,UT
2020-05-01,UT
2020-06-01,UT
2020-07-01,UT
2020-08-01,UT
2020-09-01,UT
2020-10-01,UT
2020-11-01,UT
2020-12-01,UT
2021-01-01,UT
2021-02-01,UT
2021-03-01,UT
2021-04-01,UT
2021-05-01,UT
2021-06-01,UT
2021-07-01,UT
2021-08-01,UT
2021-09-01,UT
2021-10-01,UT
2021-11-01,UT
2021-12-01,UT
2022-01-01,UT
2022-02-01,UT
2022-03-01,UT
2022-04-01,UT
2022-05-01,UT
2022-06-01,UT
2022-07-01,UT
2022-08-01,UT
2022-09-01,UT
2022-10-01,UT
2022-11-01,UT
2022-12-01,UT
2012-01-01,VA
2012-02-01,VA
2012-03-01,VA
2012-04-01,VA
2012-05-01,VA
2012-06-01,VA
2012-07-01,VA
2012-08-01,VA
2012-09-01,VA
2012-10-01,VA
2012-11-01,VA
2012-12-01,VA
2013-01-01,VA
2013-02-01,VA
2013-03-01,VA
2013-04-01,VA
2013-05-01,VA
2013-06-01,VA
2013-07-01,VA
2013-08-01,VA
2013-09-01,VA
2013-10-01,VA
2013-11-01,VA
2013-12-01,VA
2014-01-01,VA
2014-02-01,VA
2014-03-01,VA
2014-04-01,VA
2014-05-01,VA
2014-06-01,VA
2014-07-01,VA
2014-08-01,VA
2014-09-01,VA
2014-10-01,VA
2014-11-01,VA
2014-12-01,VA
2015-01-01,VA
2015-02-01,VA
2015-03-01,VA
2015-04-01,VA
2015-05-01,VA
2015-06-01,VA
2015-07-01,VA
2015-08-01,VA
2015-09-01,VA
2015-10-01,VA
2015-11-01,VA
2015-12-01,VA
2016-01-01,VA
2016-02-01,VA
2016-03-01,VA
2016-04-01,VA
2016-05-01,VA
2016-06-01,VA
2016-07-01,VA
2016-08-01,VA
2016-09-01,VA
2016-10-01,VA
2016-11-01,VA
2016-12-01,VA
2017-01-01,VA
2017-02-01,VA
2017-03-01,VA
2017-04-01,VA
2017-05-01,VA
2017-06-01,VA
2017-07-01,VA
2017-08-01,VA
2017-09-01,VA
2017-10-01,VA
2017-11-01,VA
2017-12-01,VA
2018-01-01,VA
2018-02-01,VA
2018-03-01,VA
2018-04-01,VA
2018-05-01,VA
2018-06-01,VA
2018-07-01,VA
2018-08-01,VA
2018-09-01,VA
2018-10-01,VA
2018-11-01,VA
2018-12-01,VA
2019-01-01,VA
2019-02-01,VA
2019-03-01,VA
2019-04-01,VA
2019-05-01,VA
2019-06-01,VA
2019-07-01,VA
2019-08-01,VA
2019-09-01,VA
2019-10-01,VA
2019-11-01,VA
2019-12-01,VA
2020-01-01,VA
2020-02-01,VA
2020-03-01,VA
2020-04-01,VA
2020-05-01,VA
2020-06-01,VA
2020-07-01,VA
2020-08-01,VA
2020-09-01,VA
2020-10-01,VA
2020-11-01,VA
2020-12-01,VA
2021-01-01,VA
2021-02-01,VA
2021-03-01,VA
2021-04-01,VA
2021-05-01,VA
2021-06-01,VA
2021-07-01,VA
2021-08-01,VA
2021-09-01,VA
2021-10-01,VA
2021-11-01,VA
2021-12-01,VA
2022-01-01,VA
2022-02-01,VA
2022-03-01,VA
2022-04-01,VA
2022-05-01,VA
2022-06-01,VA
2022-07-01,VA
2022-08-01,VA
2022-09-01,VA
2022-10-01,VA
2022-11-01,VA
2022-12-01,VA
2012-01-01,VT
2012-02-01,VT
2012-03-01,VT
2012-04-01,VT
2012-05-01,VT
2012-06-01,VT
2012-07-01,VT
2012-08-01,VT
2012-09-01,VT
2012-10-01,VT
2012-11-01,VT
2012-12-01,VT
2013-01-01,VT
2013-02-01,VT
2013-03-01,VT
2013-04-01,VT
2013-05-01,VT
2013-06-01,VT
2013-07-01,VT
2013-08-01,VT
2013-09-01,VT
2013-10-01,VT
2013-11-01,VT
2013-12-01,VT
2014-01-01,VT
2014-02-01,VT
2014-03-01,VT
2014-04-01,VT
2014-05-01,VT
2014-06-01,VT
2014-07-01,VT
2014-08-01,VT
2014-09-01,VT
2014-10-01,VT
2014-11-01,VT
2014-12-01,VT
2015-01-01,VT
2015-02-01,VT
2015-03-01,VT
2015-04-01,VT
2015-05-01,VT
2015-06-01,VT
2015-07-01,VT
2015-08-01,VT
2015-09-01,VT
2015-10-01,VT
2015-11-01,VT
2015-12-01,VT
2016-01-01,VT
2016-02-01,VT
2016-03-01,VT
2016-04-01,VT
2016-05-01,VT
2016-06-01,VT
2016-07-01,VT
2016-08-01,VT
2016-09-01,VT
2016-10-01,VT
2016-11-01,VT
2016-12-01,VT
2017-01-01,VT
2017-02-01,VT
2017-03-01,VT
2017-04-01,VT
2017-05-01,VT
2017-06-01,VT
2017-07-01,VT
2017-08-01,VT
2017-09-01,VT
2017-10-01,VT
2017-11-01,VT
2017-12-01,VT
2018-01-01,VT
2018-02-01,VT
2018-03-01,VT
2018-04-01,VT
2018-05-01,VT
2018-06-01,VT
2018-07-01,VT
2018-08-01,VT
2018-09-01,VT
2018-10-01,VT
2018-11-01,VT
2018-12-01,VT
2019-01-01,VT
2019-02-01,VT
2019-03-01,VT
2019-04-01,VT
2019-05-01,VT
2019-06-01,VT
2019-07-01,VT
2019-08-01,VT
2019-09-01,VT
2019-10-01,VT
2019-11-01,VT
2019-12-01,VT
2020-01-01,VT
2020-02-01,VT
2020-03-01,VT
2020-04-01,VT
2020-05-01,VT
2020-06-01,VT
2020-07-01,VT
2020-08-01,VT
2020-09-01,VT
2020-10-01,VT
2020-11-01,VT
2020-12-01,VT
2021-01-01,VT
2021-02-01,VT
2021-03-01,VT
2021-04-01,VT
2021-05-01,VT
2021-06-01,VT
2021-07-01,VT
2021-08-01,VT
2021-09-01,VT
2021-10-01,VT
2021-11-01,VT
2021-12-01,VT
2022-01-01,VT
2022-02-01,VT
2022-03-01,VT
2022-04-01,VT
2022-05-01,VT
2022-06-01,VT
2022-07-01,VT
2022-08-01,VT
2022-09-01,VT
2022-10-01,VT
2022-11-01,VT
2022-12-01,VT
2012-01-01,WA
2012-02-01,WA
2012-03-01,WA
2012-04-01,WA
2012-05-01,WA
2012-06-01,WA
2012-07-01,WA
2012-08-01,WA
2012-09-01,WA
2012-10-01,WA
2012-11-01,WA
2012-12-01,WA
2013-01-01,WA
2013-02-01,WA
2013-03-01,WA
2013-04-01,WA
2013-05-01,WA
2013-06-01,WA
2013-07-01,WA
2013-08-01,WA
2013-09-01,WA
2013-10-01,WA
2013-11-01,WA
2013-12-01,WA
2014-01-01,WA
2014-02-01,WA
2014-03-01,WA
2014-04-01,WA
2014-05-01,WA
2014-06-01,WA
2014-07-01,WA
2014-08-01,WA
2014-09-01,WA
2014-10-01,WA
2014-11-01,WA
2014-12-01,WA
2015-01-01,WA
2015-02-01,WA
2015-03-01,WA
2015-04-01,WA
2015-05-01,WA
2015-06-01,WA
2015-07-01,WA
2015-08-01,WA
2015-09-01,WA
2015-10-01,WA
2015-11-01,WA
2015-12-01,WA
2016-01-01,WA
2016-02-01,WA
2016-03-01,WA
2016-04-01,WA
2016-05-01,WA
2016-06-01,WA
2016-07-01,WA
2016-08-01,WA
2016-09-01,WA
2016-10-01,WA
2016-11-01,WA
2016-12-01,WA
2017-01-01,WA
2017-02-01,WA
2017-03-01,WA
2017-04-01,WA
2017-05-01,WA
2017-06-01,WA
2017-07-01,WA
2017-08-01,WA
2017-09-01,WA
2017-10-01,WA
2017-11-01,WA
2017-12-01,WA
2018-01-01,WA
2018-02-01,WA
2018-03-01,WA
2018-04-01,WA
2018-05-01,WA
2018-06-01,WA
2018-07-01,WA
2018-08-01,WA
2018-09-01,WA
2018-10-01,WA
2018-11-01,WA
2018-12-01,WA
2019-01-01,WA
2019-02-01,WA
2019-03-01,WA
2019-04-01,WA
2019-05-01,WA
2019-06-01,WA
2019-07-01,WA
2019-08-01,WA
2019-09-01,WA
2019-10-01,WA
2019-11-01,WA
2019-12-01,WA
2020-01-01,WA
2020-02-01,WA
2020-03-01,WA
2020-04-01,WA
2020-05-01,WA
2020-06-01,WA
2020-07-01,WA
2020-08-01,WA
2020-09-01,WA
2020-10-01,WA
2020-11-01,WA
2020-12-01,WA
2021-01-01,WA
2021-02-01,WA
2021-03-01,WA
2021-04-01,WA
2021-05-01,WA
2021-06-01,WA
2021-07-01,WA
2021-08-01,WA
2021-09-01,WA
2021-10-01,WA
2021-11-01,WA
2021-12-01,WA
2022-01-01,WA
2022-02-01,WA
2022-03-01,WA
2022-04-01,WA
2022-05-01,WA
2022-06-01,WA
2022-07-01,WA
2022-08-01,WA
2022-09-01,WA
2022-10-01,WA
2022-11-01,WA
2022-12-01,WA
2012-01-01,WI
2012-02-01,WI
2012-03-01,WI
2012-04-01,WI
2012-05-01,WI
2012-06-01,WI
2012-07-01,WI
2012-08-01,WI
2012-09-01,WI
2012-10-01,WI
2012-11-01,WI
2012-12-01,WI
2013-01-01,WI
2013-02-01,WI
2013-03-01,WI
2013-04-01,WI
2013-05-01,WI
2013-06-01,WI
2013-07-01,WI
2013-08-01,WI
2013-09-01,WI
2013-10-01,WI
2013-11-01,WI
2013-12-01,WI
2014-01-01,WI
2014-02-01,WI
2014-03-01,WI
2014-04-01,WI
2014-05-01,WI
2014-06-01,WI
2014-07-01,WI
2014-08-01,WI
2014-09-01,WI
2014-10-01,WI
2014-11-01,WI
2014-12-01,WI
2015-01-01,WI
2015-02-01,WI
2015-03-01,WI
2015-04-01,WI
2015-05-01,WI
2015-06-01,WI
2015-07-01,WI
2015-08-01,WI
2015-09-01,WI
2015-10-01,WI
2015-11-01,WI
2015-12-01,WI
2016-01-01,WI
2016-02-01,WI
2016-03-01,WI
2016-04-01,WI
2016-05-01,WI
2016-06-01,WI
2016-07-01,WI
2016-08-01,WI
2016-09-01,WI
2016-10-01,WI
2016-11-01,WI
2016-12-01,WI
2017-01-01,WI
2017-02-01,WI
2017-03-01,WI
2017-04-01,WI
2017-05-01,WI
2017-06-01,WI
2017-07-01,WI
2017-08-01,WI
2017-09-01,WI
2017-10-01,WI
2017-11-01,WI
2017-12-01,WI
2018-01-01,WI
2018-02-01,WI
2018-03-01,WI
2018-04-01,WI
2018-05-01,WI
2018-06-01,WI
2018-07-01,WI
2018-08-01,WI
2018-09-01,WI
2018-10-01,WI
2018-11-01,WI
2018-12-01,WI
2019-01-01,WI
2019-02-01,WI
2019-03-01,WI
2019-04-01,WI
2019-05-01,WI
2019-06-01,WI
2019-07-01,WI
2019-08-01,WI
2019-09-01,WI
2019-10-01,WI
2019-11-01,WI
2019-12-01,WI
2020-01-01,WI
2020-02-01,WI
2020-03-01,WI
2020-04-01,WI
2020-05-01,WI
2020-06-01,WI
2020-07-01,WI
2020-08-01,WI
2020-09-01,WI
2020-10-01,WI
2020-11-01,WI
2020-12-01,WI
2021-01-01,WI
2021-02-01,WI
2021-03-01,WI
2021-04-01,WI
2021-05-01,WI
2021-06-01,WI
2021-07-01,WI
2021-08-01,WI
2021-09-01,WI
2021-10-01,WI
2021-11-01,WI
2021-12-01,WI
2022-01-01,WI
2022-02-01,WI
2022-03-01,WI
2022-04-01,WI
2022-05-01,WI
2022-06-01,WI
2022-07-01,WI
2022-08-01,WI
2022-09-01,WI
2022-10-01,WI
2022-11-01,WI
2022-12-01,WI
2012-01-01,WV
2012-02-01,WV
2012-03-01,WV
2012-04-01,WV
2012-05-01,WV
2012-06-01,WV
2012-07-01,WV
2012-08-01,WV
2012-09-01,WV
2012-10-01,WV
2012-11-01,WV
2012-12-01,WV
2013-01-01,WV
2013-02-01,WV
2013-03-01,WV
2013-04-01,WV
2013-05-01,WV
2013-06-01,WV
2013-07-01,WV
2013-08-01,WV
2013-09-01,WV
2013-10-01,WV
2013-11-01,WV
2013-12-01,WV
2014-01-01,WV
2014-02-01,WV
2014-03-01,WV
2014-04-01,WV
2014-05-01,WV
2014-06-01,WV
2014-07-01,WV
2014-08-01,WV
2014-09-01,WV
2014-10-01,WV
2014-11-01,WV
2014-12-01,WV
2015-01-01,WV
2015-02-01,WV
2015-03-01,WV
2015-04-01,WV
2015-05-01,WV
2015-06-01,WV
2015-07-01,WV
2015-08-01,WV
2015-09-01,WV
2015-10-01,WV
2015-11-01,WV
2015-12-01,WV
2016-01-01,WV
2016-02-01,WV
2016-03-01,WV
2016-04-01,WV
2016-05-01,WV
2016-06-01,WV
2016-07-01,WV
2016-08-01,WV
2016-09-01,WV
2016-10-01,WV
2016-11-01,WV
2016-12-01,WV
2017-01-01,WV
2017-02-01,WV
2017-03-01,WV
2017-04-01,WV
2017-05-01,WV
2017-06-01,WV
2017-07-01,WV
2017-08-01,WV
2017-09-01,WV
2017-10-01,WV
2017-11-01,WV
2017-12-01,WV
2018-01-01,WV
2018-02-01,WV
2018-03-01,WV
2018-04-01,WV
2018-05-01,WV
2018-06-01,WV
2018-07-01,WV
2018-08-01,WV
2018-09-01,WV
2018-10-01,WV
2018-11-01,WV
2018-12-01,WV
2019-01-01,WV
2019-02-01,WV
2019-03-01,WV
2019-04-01,WV
2019-05-01,WV
2019-06-01,WV
2019-07-01,WV
2019-08-01,WV
2019-09-01,WV
2019-10-01,WV
2019-11-01,WV
2019-12-01,WV
2020-01-01,WV
2020-02-01,WV
2020-03-01,WV
2020-04-01,WV
2020-05-01,WV
2020-06-01,WV
2020-07-01,WV
2020-08-01,WV
2020-09-01,WV
2020-10-01,WV
2020-11-01,WV
2020-12-01,WV
2021-01-01,WV
2021-02-01,WV
2021-03-01,WV
2021-04-01,WV
2021-05-01,WV
2021-06-01,WV
2021-07-01,WV
2021-08-01,WV
2021-09-01,WV
2021-10-01,WV
2021-11-01,WV
2021-12-01,WV
2022-01-01,WV
2022-02-01,WV
2022-03-01,WV
2022-04-01,WV
2022-05-01,WV
2022-06-01,WV
2022-07-01,WV
2022-08-01,WV
2022-09-01,WV
2022-10-01,WV
2022-11-01,WV
2022-12-01,WV
2012-01-01,WY
2012-02-01,WY
2012-03-01,WY
2012-04-01,WY
2012-05-01,WY
2012-06-01,WY
2012-07-01,WY
2012-08-01,WY
2012-09-01,WY
2012-10-01,WY
2012-11-01,WY
2012-12-01,WY
2013-01-01,WY
2013-02-01,WY
2013-03-01,WY
2013-04-01,WY
2013-05-01,WY
2013-06-01,WY
2013-07-01,WY
2013-08-01,WY
2013-09-01,WY
2013-10-01,WY
2013-11-01,WY
2013-12-01,WY
2014-01-01,WY
2014-02-01,WY
2014-03-01,WY
2014-04-01,WY
2014-05-01,WY
2014-06-01,WY
2014-07-01,WY
2014-08-01,WY
2014-09-01,WY
2014-10-01,WY
2014-11-01,WY
2014-12-01,WY
2015-01-01,WY
2015-02-01,WY
2015-03-01,WY
2015-04-01,WY
2015-05-01,WY
2015-06-01,WY
2015-07-01,WY
2015-08-01,WY
2015-09-01,WY
2015-10-01,WY
2015-11-01,WY
2015-12-01,WY
2016-01-01,WY
2016-02-01,WY
2016-03-01,WY
2016-04-01,WY
2016-05-01,WY
2016-06-01,WY
2016-07-01,WY
2016-08-01,WY
2016-09-01,WY
2016-10-01,WY
2016-11-01,WY
2016-12-01,WY
2017-01-01,WY
2017-02-01,WY
2017-03-01,WY
2017-04-01,WY
2017-05-01,WY
2017-06-01,WY
2017-07-01,WY
2017-08-01,WY
2017-09-01,WY
2017-10-01,WY
2017-11-01,WY
2017-12-01,WY
2018-01-01,WY
2018-02-01,WY
2018-03-01,WY
2018-04-01,WY
2018-05-01,WY
2018-06-01,WY
2018-07-01,WY
2018-08-01,WY
2018-09-01,WY
2018-10-01,WY
2018-11-01,WY
2018-12-01,WY
2019-01-01,WY
2019-02-01,WY
2019-03-01,WY
2019-04-01,WY
2019-05-01,WY
2019-06-01,WY
2019-07-01,WY
2019-08-01,WY
2019-09-01,WY
2019-10-01,WY
2019-11-01,WY
2019-12-01,WY
2020-01-01,WY
2020-02-01,WY
2020-03-01,WY
2020-04-01,WY
2020-05-01,WY
2020-06-01,WY
2020-07-01,WY
2020-08-01,WY
2020-09-01,WY
2020-10-01,WY
2020-11-01,WY
2020-12-01,WY
2021-01-01,WY
2021-02-01,WY
2021-03-01,WY
2021-04-01,WY
2021-05-01,WY
2021-06-01,WY
2021-07-01,WY
2021-08-01,WY
2021-09-01,WY
2021-10-01,WY
2021-11-01,WY
2021-12-01,WY
2022-01-01,WY
2022-02-01,WY
2022-03-01,WY
2022-04-01,WY
2022-05-01,WY
2022-06-01,WY
2022-07-01,WY
2022-08-01,WY
2022-09-01,WY
2022-10-01,WY
2022-11-01,WY
2022-12-01,WY
